#dataformat,5,,,,,,
#,32,32,1024,8,8,4,4
#x, y, z, u, v, w, cc,
220,244,0,1.131529667,-2.229945067,-0.439991567,1,
228,244,0,0.9310619,-2.263119333,-0.4753712,1,
236,244,0,0.730594133,-2.300320467,-0.442695167,1,
244,244,0,0.530126367,-2.3426621,-0.323142567,1,
252,244,0,0.376299333,-2.385003733,-0.203589933,1,
,,,,,,,
4,252,0,2.6482625,1.151251467,0.700559733,1,
12,252,0,2.691045567,1.2807922,0.8223411,1,
20,252,0,2.733828667,1.014561733,0.826865467,1,
28,252,0,2.7556299,0.7483313,0.831389867,1,
36,252,0,2.739047867,0.482100867,0.835914233,1,
44,252,0,2.7224658,0.1603412,0.804343433,1,
52,252,0,2.705883733,-0.209538667,0.741493433,1,
60,252,0,2.661466733,-0.579418533,0.678643467,1,
68,252,0,2.606119733,-0.9492984,0.615793467,1,
76,252,0,2.550772733,-1.198081167,0.555885967,1,
84,252,0,2.495425767,-1.414811267,0.4967573,1,
92,252,0,2.3577075,-1.6315414,0.437628667,1,
100,252,0,2.2069545,-1.8482715,0.3785,1,
108,252,0,2.0562015,-1.863651067,0.256004,1,
116,252,0,1.905793933,-1.864664967,0.128986967,1,
124,252,0,1.855644133,-1.8656789,0.001969933,1,
132,252,0,1.805494367,-1.8666928,-0.125047133,1,
140,252,0,1.7553446,-1.871010667,-0.1443574,1,
148,252,0,1.7051948,-1.8754449,-0.159873833,1,
156,252,0,1.6651736,-1.879879167,-0.175390267,1,
164,252,0,1.625932167,-1.8843134,-0.190906667,1,
172,252,0,1.586690767,-1.932010367,-0.211905467,1,
180,252,0,1.547449333,-1.984971,-0.233571267,1,
188,252,0,1.479663467,-2.037931633,-0.255237067,1,
196,252,0,1.407018933,-2.090892267,-0.2769029,1,
204,252,0,1.3343744,-2.0934749,-0.298241933,1,
212,252,0,1.261729867,-2.075899667,-0.319450233,1,
220,252,0,1.120694133,-2.0583244,-0.3406585,1,
228,252,0,0.9288786,-2.040749133,-0.3618668,1,
236,252,0,0.737063067,-2.042523233,-0.337015167,1,
244,252,0,0.545247533,-2.068997767,-0.253365633,1,
252,252,0,0.398449567,-2.0954723,-0.169716133,1,
